id,listing_url,name,room_type,minimum_nights,host_id,price,created_at,updated_at
10082276,https://www.airbnb.com/rooms/10082276,Christmas & New Year´s in Berlin!,Entire home/apt,1,24745517,$65.00,2021-11-07T20:41:07Z,2021-11-07T20:41:07Z
10089959,https://www.airbnb.com/rooms/10089959,Private room in Kreuzberg Berlin,Private room,2,51773775,$45.00,2018-12-21T02:43:39Z,2018-12-21T02:43:39Z
10094943,https://www.airbnb.com/rooms/10094943,Beautiful room with wooden floor,Private room,1,51501207,$28.00,2016-01-02T09:27:10Z,2016-01-02T09:27:10Z
10097546,https://www.airbnb.com/rooms/10097546,enchanting maisonette,Private room,4,51817833,$90.00,2016-03-20T18:13:06Z,2016-03-20T18:13:06Z
10101926,https://www.airbnb.com/rooms/10101926,Schöne Einzimmerwohnung in Mitte,Entire home/apt,1,51840096,$53.00,2015-12-21T20:42:00Z,2015-12-21T20:42:00Z
10102875,https://www.airbnb.com/rooms/10102875,Sonnige Apartment nähe UBahn,Entire home/apt,3,51843024,$99.00,2021-11-14T02:15:22Z,2021-11-14T02:15:22Z
10103432,https://www.airbnb.com/rooms/10103432,Stay in the middle of West Berlin,Entire home/apt,1,2246793,$60.00,2016-01-19T07:25:28Z,2016-01-19T07:25:28Z
10103689,https://www.airbnb.com/rooms/10103689,Potsdamer Platz-Top Spot Studio 3,Entire home/apt,2,22276081,$64.00,2015-12-22T04:32:52Z,2015-12-22T04:32:52Z
10109585,https://www.airbnb.com/rooms/10109585,Beautiful apartment  Berlin  Schöneberg Akazienst.,Entire home/apt,7,37113083,$47.00,2017-06-08T12:04:13Z,2017-06-08T12:04:13Z
10109899,https://www.airbnb.com/rooms/10109899,Quiet room with balcony,Private room,5,51715237,$30.00,2017-06-05T21:56:07Z,2017-06-05T21:56:07Z
10110547,https://www.airbnb.com/rooms/10110547,Urban Rooftop Loft. Light & comfortable,Entire home/apt,3,51885311,$113.00,2015-12-30T03:08:23Z,2015-12-30T03:08:23Z
10111077,https://www.airbnb.com/rooms/10111077,Nice apart. 5 minutes from KADEWE,Private room,2,17765075,$60.00,2018-09-12T04:13:49Z,2018-09-12T04:13:49Z
10114407,https://www.airbnb.com/rooms/10114407,The location is 10 min from Alexander Platz by u5,Shared room,1,51891596,$35.00,2021-10-30T06:59:42Z,2021-10-30T06:59:42Z
10114549,https://www.airbnb.com/rooms/10114549,Apartment with cat,Entire home/apt,1,27490578,$20.00,2021-11-10T01:27:00Z,2021-11-10T01:27:00Z
10114814,https://www.airbnb.com/rooms/10114814,Berlin in the best atmosphere,Private room,4,51906700,$35.00,2015-12-24T17:27:23Z,2015-12-24T17:27:23Z
10115393,https://www.airbnb.com/rooms/10115393,Big room in  Prenzlauer Berg,Private room,4,51910103,$40.00,2017-08-14T14:30:10Z,2017-08-14T14:30:10Z
10115551,https://www.airbnb.com/rooms/10115551,Airbnb Apartment,Private room,1,30298694,$39.00,2015-12-22T07:05:13Z,2015-12-22T07:05:13Z
10117666,https://www.airbnb.com/rooms/10117666,Airbnb Apartment,Entire home/apt,1,51921461,$90.00,2015-12-29T20:47:42Z,2015-12-29T20:47:42Z
10119265,https://www.airbnb.com/rooms/10119265,"Kreuzberg central, quiet & charming",Entire home/apt,2,8099439,$39.00,2015-12-31T22:48:35Z,2015-12-31T22:48:35Z
10120228,https://www.airbnb.com/rooms/10120228,"Sunny Altbau in Rixdorf, Neukölln",Entire home/apt,3,4942409,$50.00,2015-12-21T12:43:44Z,2015-12-21T12:43:44Z
10120565,https://www.airbnb.com/rooms/10120565,Creative nice 2 Rooms Open Space,Private room,15,34539507,$23.00,2021-11-10T22:34:08Z,2021-11-10T22:34:08Z
10122398,https://www.airbnb.com/rooms/10122398,Potsdamer Platz-Top Spot Studio 2,Entire home/apt,2,22276081,$59.00,2015-12-17T00:13:57Z,2015-12-17T00:13:57Z
10122555,https://www.airbnb.com/rooms/10122555,"Cozy and welcoming room, quiet during night",Entire home/apt,5,24689787,$49.00,2016-05-09T20:10:37Z,2016-05-09T20:10:37Z
10122824,https://www.airbnb.com/rooms/10122824,Great-view apartment in Neukölln,Entire home/apt,1,46401301,$60.00,2015-12-31T16:08:33Z,2015-12-31T16:08:33Z
10127750,https://www.airbnb.com/rooms/10127750,Zimmer mit Balkon in netter 3er WG,Private room,2,51975484,$22.00,2021-11-14T03:41:09Z,2021-11-14T03:41:09Z
10128065,https://www.airbnb.com/rooms/10128065,Entspanntes Wohnen mit bester Lage!,Entire home/apt,7,19985290,$30.00,2021-11-07T05:26:41Z,2021-11-07T05:26:41Z
10128323,https://www.airbnb.com/rooms/10128323,Togostrasse,Entire home/apt,1,6923662,$35.00,2021-11-18T08:36:33Z,2021-11-18T08:36:33Z
10128384,https://www.airbnb.com/rooms/10128384,Gemütliche 2-Zimmer-Wohnung in Friedrichsfelde,Entire home/apt,1,26779945,$45.00,2021-10-22T15:29:02Z,2021-10-22T15:29:02Z
10129665,https://www.airbnb.com/rooms/10129665,Licht und Sonne! Light and sun!,Entire home/apt,1,51984795,$48.00,2021-10-22T10:09:12Z,2021-10-22T10:09:12Z
10130248,https://www.airbnb.com/rooms/10130248,Central flat near Potsdamer Platz,Entire home/apt,2,13284476,$89.00,2015-12-27T09:54:24Z,2015-12-27T09:54:24Z
10130931,https://www.airbnb.com/rooms/10130931,bright room/suite in beautiful Berlin app,Private room,1,51991295,$31.00,2016-03-19T20:13:36Z,2016-03-19T20:13:36Z
10131837,https://www.airbnb.com/rooms/10131837,Quasi-apartment / 2  rooms in NEUKÖLLN!,Private room,2,51948019,$29.00,2016-07-24T17:28:17Z,2016-07-24T17:28:17Z
10138093,https://www.airbnb.com/rooms/10138093,cosy flat in vibrant Neukölln,Entire home/apt,1,52028112,$40.00,2015-12-24T10:36:44Z,2015-12-24T10:36:44Z
10146404,https://www.airbnb.com/rooms/10146404,Tommy`s Lounge,Private room,1,48067170,$30.00,2021-10-21T21:09:25Z,2021-10-21T21:09:25Z
10147019,https://www.airbnb.com/rooms/10147019,Landsberger Allee WG,Private room,1,52076119,$26.00,2021-10-25T09:19:36Z,2021-10-25T09:19:36Z
10154345,https://www.airbnb.com/rooms/10154345,Freundlicher Altbau,Private room,1,41613056,$25.00,2021-11-03T19:43:54Z,2021-11-03T19:43:54Z
10154785,https://www.airbnb.com/rooms/10154785,Airbnb Apartment,Entire home/apt,2,52118104,$49.00,2016-03-26T07:16:17Z,2016-03-26T07:16:17Z
10157231,https://www.airbnb.com/rooms/10157231,Quiet space in vibrant Berlin,Private room,1,6162307,$30.00,2015-12-29T00:18:14Z,2015-12-29T00:18:14Z
10158674,https://www.airbnb.com/rooms/10158674,Cosy apartment in Berlin City,Entire home/apt,1,12327546,$60.00,2015-12-19T18:57:04Z,2015-12-19T18:57:04Z
10160886,https://www.airbnb.com/rooms/10160886,"quiet & cozy private room in south ""neukölln""",Private room,10,52155493,$15.00,2018-02-11T09:30:37Z,2018-02-11T09:30:37Z
10168661,https://www.airbnb.com/rooms/10168661,Sehr gemütliches Zimmer!,Private room,1,52202834,$21.00,2021-10-24T22:52:06Z,2021-10-24T22:52:06Z
10171931,https://www.airbnb.com/rooms/10171931,zur alten Werkstatt,Private room,5,52224371,$35.00,2021-11-04T18:44:57Z,2021-11-04T18:44:57Z
10172415,https://www.airbnb.com/rooms/10172415,Luxury & Large Room,Private room,2,1473572,$21.00,2015-12-26T01:29:36Z,2015-12-26T01:29:36Z
10173318,https://www.airbnb.com/rooms/10173318,Entire Hause in Kreuzberg,Entire home/apt,2,52229437,$42.00,2016-01-13T09:40:59Z,2016-01-13T09:40:59Z
10177234,https://www.airbnb.com/rooms/10177234,Nice Room in a great Neighbourhood,Private room,4,10330060,$20.00,2021-11-04T01:37:38Z,2021-11-04T01:37:38Z
10181676,https://www.airbnb.com/rooms/10181676,"Central, bright and cosy apt!",Entire home/apt,5,40955804,$45.00,2015-12-27T04:03:34Z,2015-12-27T04:03:34Z
10186739,https://www.airbnb.com/rooms/10186739,Stylish and Spacious Guestroom,Private room,1,10548938,$25.00,2016-05-03T00:03:11Z,2016-05-03T00:03:11Z
10187292,https://www.airbnb.com/rooms/10187292,Berlin Kreuzberg - 100 qm Altbauwohnung,Entire home/apt,3,3510582,$160.00,2021-11-05T12:55:30Z,2021-11-05T12:55:30Z
10190949,https://www.airbnb.com/rooms/10190949,Nice bedroom in Berlin-Treptow,Private room,4,5402365,$150.00,2016-05-27T10:11:40Z,2016-05-27T10:11:40Z
10197522,https://www.airbnb.com/rooms/10197522,Cozy Flat Prenzlauerberg,Entire home/apt,1,14687907,$60.00,2021-11-05T14:30:33Z,2021-11-05T14:30:33Z
10198221,https://www.airbnb.com/rooms/10198221,"Central 3 room Appartment, 90 qm",Entire home/apt,50,49234052,$36.00,2015-12-26T05:06:20Z,2015-12-26T05:06:20Z
10199894,https://www.airbnb.com/rooms/10199894,Dachgeschoß Spreeblick Oberbaumbr.,Entire home/apt,6,52397861,$20.00,2016-02-20T11:48:34Z,2016-02-20T11:48:34Z
10202103,https://www.airbnb.com/rooms/10202103,Cozy room in the heart of Kreuzberg,Private room,1,44230864,$90.00,2021-10-24T08:35:54Z,2021-10-24T08:35:54Z
10206864,https://www.airbnb.com/rooms/10206864,Ruhiges Zimmer in Neukölln,Private room,4,10155960,$40.00,2019-10-26T01:41:40Z,2019-10-26T01:41:40Z
10214749,https://www.airbnb.com/rooms/10214749,Small apartment in Friedrichshain,Entire home/apt,28,52108855,$50.00,2016-01-13T00:23:25Z,2016-01-13T00:23:25Z
10216130,https://www.airbnb.com/rooms/10216130,Gemütlich Leben am Carl Herz Ufer,Entire home/apt,1,1855964,$100.00,2016-04-29T01:07:16Z,2016-04-29T01:07:16Z
10216819,https://www.airbnb.com/rooms/10216819,BIG BEAUTIFUL ROOM FHain,Private room,1,52498946,$23.00,2016-01-05T06:59:55Z,2016-01-05T06:59:55Z
10218450,https://www.airbnb.com/rooms/10218450,Clean Minimalist Room - Neukölln,Private room,1,17952659,$45.00,2015-12-27T23:07:37Z,2015-12-27T23:07:37Z
10218913,https://www.airbnb.com/rooms/10218913,BIG COZY ROOM,Private room,1,52498946,$30.00,2015-12-28T04:00:17Z,2015-12-28T04:00:17Z
10226031,https://www.airbnb.com/rooms/10226031,Contemporary Studio,Entire home/apt,4,52547830,$113.00,2015-12-25T02:40:03Z,2015-12-25T02:40:03Z
10229937,https://www.airbnb.com/rooms/10229937,Comfortable with waterbed on the outskirts of town,Entire home/apt,3,48598844,$65.00,2016-04-24T08:57:10Z,2016-04-24T08:57:10Z
10231998,https://www.airbnb.com/rooms/10231998,Ab durch die Mitte !,Entire home/apt,1,52581674,$35.00,2015-12-31T20:20:32Z,2015-12-31T20:20:32Z
10241230,https://www.airbnb.com/rooms/10241230,Freundliche Wohnung in Kreuzkölln,Entire home/apt,1,33345569,$60.00,2021-10-30T18:05:31Z,2021-10-30T18:05:31Z
10242926,https://www.airbnb.com/rooms/10242926,WG Zimmer im Prezlauer Berg,Private room,6,52646342,$18.00,2018-09-03T10:43:01Z,2018-09-03T10:43:01Z
10243938,https://www.airbnb.com/rooms/10243938,25qm-Zimmer/ Spacious private room Friedrichshain,Private room,3,8027749,$25.00,2015-12-27T17:46:20Z,2015-12-27T17:46:20Z
10246084,https://www.airbnb.com/rooms/10246084,1 Zimmer direkt am Tiergarten,Entire home/apt,3,44336966,$44.00,2021-11-07T02:21:48Z,2021-11-07T02:21:48Z
10246417,https://www.airbnb.com/rooms/10246417,Geschmackvolles Apartment Kreuzberg,Entire home/apt,93,13783177,$48.00,2016-08-10T20:23:46Z,2016-08-10T20:23:46Z
10264951,https://www.airbnb.com/rooms/10264951,Zimmer im Szene Bezirk  F-Hain,Private room,1,52778138,$50.00,2015-12-28T17:49:43Z,2015-12-28T17:49:43Z
10266677,https://www.airbnb.com/rooms/10266677,Comfy Room in the heart of Berlin,Private room,2,1843138,$52.00,2016-02-04T09:21:37Z,2016-02-04T09:21:37Z
10289913,https://www.airbnb.com/rooms/10289913,"Lovely,central apartment in Prenzlauer Berg- 67 m2",Entire home/apt,3,52933591,$180.00,2016-01-18T21:50:23Z,2016-01-18T21:50:23Z
10301548,https://www.airbnb.com/rooms/10301548,Kreuzberg Family Apartment with patio/gardenhouse,Entire home/apt,7,2118401,$118.00,2016-01-13T14:29:18Z,2016-01-13T14:29:18Z
10305300,https://www.airbnb.com/rooms/10305300,Design-Wohnung am Arkona Platz,Entire home/apt,3,2429694,$123.00,2016-05-01T17:25:25Z,2016-05-01T17:25:25Z
10309253,https://www.airbnb.com/rooms/10309253,"Top-Apartment, sonnig und citynah",Entire home/apt,92,22675898,$52.00,2021-11-05T07:02:17Z,2021-11-05T07:02:17Z
10313763,https://www.airbnb.com/rooms/10313763,Musiker Appartement in X-Berg 36,Entire home/apt,7,53067818,$45.00,2016-02-04T22:10:55Z,2016-02-04T22:10:55Z
10325781,https://www.airbnb.com/rooms/10325781,Pearl of Neukölln,Private room,1,4486672,$30.00,2016-01-21T22:55:24Z,2016-01-21T22:55:24Z
10326110,https://www.airbnb.com/rooms/10326110,25 sqm Room Prenzlauer Berg / VEGAN,Private room,3,15116552,$19.00,2016-02-07T05:34:25Z,2016-02-07T05:34:25Z
10326238,https://www.airbnb.com/rooms/10326238,TOP 25 sqm f. CAT FRIENDs Prenzl Bg,Private room,3,15116552,$20.00,2016-03-31T22:56:33Z,2016-03-31T22:56:33Z
10326781,https://www.airbnb.com/rooms/10326781,Bright and Cosy Apartment - Ku'Damm,Entire home/apt,0,25470108,$77.00,2016-02-05T00:14:21Z,2016-02-05T00:14:21Z
10327702,https://www.airbnb.com/rooms/10327702,8-Zi Maisonette Wohnung,Entire home/apt,1,38523573,$95.00,2021-11-17T07:24:49Z,2021-11-17T07:24:49Z
10329556,https://www.airbnb.com/rooms/10329556,"Big, Modern & central apartment",Entire home/apt,21,53155471,$140.00,2021-10-22T15:21:20Z,2021-10-22T15:21:20Z
10332030,https://www.airbnb.com/rooms/10332030,250 SQM STORAGE LOFT APARTMENT SONNENALLEE,Entire home/apt,3,86173,$360.00,2016-02-27T13:37:22Z,2016-02-27T13:37:22Z
10334964,https://www.airbnb.com/rooms/10334964,Gemütliches Zimmer am S-Bahnhof,Private room,1,22945429,$20.00,2021-11-05T20:50:56Z,2021-11-05T20:50:56Z
10335233,https://www.airbnb.com/rooms/10335233,Ruhig gelegene & schöne Wohnung - Prenzlauer Berg.,Entire home/apt,12,53185812,$43.00,2021-07-13T09:15:23Z,2021-07-13T09:15:23Z
10346622,https://www.airbnb.com/rooms/10346622,Cosy room in spacious appartement,Private room,7,45362991,$28.00,2016-02-14T10:06:24Z,2016-02-14T10:06:24Z
10348042,https://www.airbnb.com/rooms/10348042,"65qm Loft, quiet, cozy, Park+Spree",Private room,5,29390544,$40.00,2016-07-22T01:36:06Z,2016-07-22T01:36:06Z
10360111,https://www.airbnb.com/rooms/10360111,Big room in shared flat,Private room,1,53321230,$40.00,2021-10-23T00:14:51Z,2021-10-23T00:14:51Z
10360635,https://www.airbnb.com/rooms/10360635,Charmante Wohnung am Treptower Park,Entire home/apt,2,11180297,$70.00,2016-02-11T22:18:46Z,2016-02-11T22:18:46Z
10374971,https://www.airbnb.com/rooms/10374971,Spacious room with cozy balcony,Private room,1,8486798,$35.00,2016-02-12T17:50:22Z,2016-02-12T17:50:22Z
10375507,https://www.airbnb.com/rooms/10375507,"Charlottenburg, Berlin",Entire home/apt,30,52747435,$43.00,2016-02-26T00:47:09Z,2016-02-26T00:47:09Z
10380276,https://www.airbnb.com/rooms/10380276,Cosy room near Mauerpark,Private room,2,1207835,$40.00,2016-02-19T19:24:12Z,2016-02-19T19:24:12Z
10380465,https://www.airbnb.com/rooms/10380465,Perfect place in Neukölln,Private room,3,16698845,$21.00,2016-04-23T08:51:11Z,2016-04-23T08:51:11Z
10381286,https://www.airbnb.com/rooms/10381286,"Ruhiges, schönes Zimmer (16 qm) in perfekter Lage",Private room,2,5858480,$49.00,2016-07-27T21:55:43Z,2016-07-27T21:55:43Z
10383055,https://www.airbnb.com/rooms/10383055,Big furnished room near Tubestation,Private room,10,53448879,$18.00,2021-11-05T05:39:36Z,2021-11-05T05:39:36Z
10384926,https://www.airbnb.com/rooms/10384926,Spacious flat in Berlin,Entire home/apt,15,32245189,$48.00,2021-11-05T03:07:16Z,2021-11-05T03:07:16Z
10386974,https://www.airbnb.com/rooms/10386974,Nice and comfy room in Berlin! 20 min. to Alex,Private room,2,13254396,$46.00,2017-08-27T20:40:00Z,2017-08-27T20:40:00Z
10394625,https://www.airbnb.com/rooms/10394625,Apartment in 50m from metro station,Entire home/apt,30,52747435,$60.00,2016-04-01T09:44:56Z,2016-04-01T09:44:56Z
10395161,https://www.airbnb.com/rooms/10395161,Apartment in Thaterstreat,Entire home/apt,30,52747435,$30.00,2016-06-21T01:23:12Z,2016-06-21T01:23:12Z
10399455,https://www.airbnb.com/rooms/10399455,Chic Bright apartment at perfect triangle location,Private room,2,40255982,$35.00,2017-05-17T20:00:35Z,2017-05-17T20:00:35Z
10400316,https://www.airbnb.com/rooms/10400316,Nice and cozy room in Kreuzberg,Private room,1,53549768,$17.00,2021-10-27T08:23:02Z,2021-10-27T08:23:02Z
10400554,https://www.airbnb.com/rooms/10400554,Nice room in schöneberg,Private room,2,43370113,$30.00,2016-01-04T10:39:31Z,2016-01-04T10:39:31Z
10402953,https://www.airbnb.com/rooms/10402953,Cosy room in perfect location,Private room,1,9870087,$34.00,2016-02-15T18:18:22Z,2016-02-15T18:18:22Z
10407289,https://www.airbnb.com/rooms/10407289,Kreuzberger Kiez Wohnung,Entire home/apt,3,53591283,$40.00,2016-06-14T09:13:25Z,2016-06-14T09:13:25Z
10411401,https://www.airbnb.com/rooms/10411401,Furnished big and bright room in Bergmannkiez,Shared room,3,18618088,$37.00,2018-07-17T20:59:49Z,2018-07-17T20:59:49Z
10412912,https://www.airbnb.com/rooms/10412912,Holidays in Berlin Kreuzberg,Entire home/apt,4,53623589,$60.00,2016-01-17T04:25:06Z,2016-01-17T04:25:06Z
10420419,https://www.airbnb.com/rooms/10420419,Neukölln,Private room,7,52622613,$20.00,2016-09-28T22:17:06Z,2016-09-28T22:17:06Z
10422965,https://www.airbnb.com/rooms/10422965,Modern flat in the heart of Berlin,Entire home/apt,2,12154423,$153.00,2016-01-13T03:31:30Z,2016-01-13T03:31:30Z
10423394,https://www.airbnb.com/rooms/10423394,light and bright fabric floor in Schöneberg.,Entire home/apt,5,53684639,$85.00,2016-02-26T02:29:19Z,2016-02-26T02:29:19Z
10424157,https://www.airbnb.com/rooms/10424157,Airbnb Apartment,Private room,3,53687492,$40.00,2021-10-27T14:32:20Z,2021-10-27T14:32:20Z
10424987,https://www.airbnb.com/rooms/10424987,Cosy Place in Mitte,Entire home/apt,60,5400207,$36.00,2016-01-22T12:43:25Z,2016-01-22T12:43:25Z
10427951,https://www.airbnb.com/rooms/10427951,Charming bright apartment with balcony,Entire home/apt,4,23057711,$79.00,2017-09-04T14:25:29Z,2017-09-04T14:25:29Z
10431434,https://www.airbnb.com/rooms/10431434,Individual Design Appartment,Entire home/apt,1,47368524,$95.00,2016-04-29T06:29:49Z,2016-04-29T06:29:49Z
10449594,https://www.airbnb.com/rooms/10449594,Großzügiges 4-Zimmer-Apartment im Hotel Oderberger,Hotel room,1,8488840,$542.00,2019-05-22T07:55:43Z,2019-05-22T07:55:43Z
10461373,https://www.airbnb.com/rooms/10461373,well fitted studio apartment,Entire home/apt,1,51894996,$29.00,2021-11-13T11:07:06Z,2021-11-13T11:07:06Z
10483677,https://www.airbnb.com/rooms/10483677,Great central city apartment Mitte,Entire home/apt,1,54039179,$180.00,2016-01-27T21:49:46Z,2016-01-27T21:49:46Z
10484647,https://www.airbnb.com/rooms/10484647,Wedding is Wedding,Entire home/apt,1,50056316,$15.00,2021-11-05T16:34:59Z,2021-11-05T16:34:59Z
10485258,https://www.airbnb.com/rooms/10485258,Large modern flat- Treptow/Neukölln,Entire home/apt,1,3283542,$45.00,2021-11-16T17:59:08Z,2021-11-16T17:59:08Z
10488330,https://www.airbnb.com/rooms/10488330,Habitación Doble Centro,Private room,1,50061239,$20.00,2021-10-31T14:56:44Z,2021-10-31T14:56:44Z
10492561,https://www.airbnb.com/rooms/10492561,Ricardo's & Angely's Place :),Private room,2,54084595,$50.00,2016-01-22T16:21:25Z,2016-01-22T16:21:25Z
10497486,https://www.airbnb.com/rooms/10497486,Sehr helle 1-Zimmerwohnung im Roman,Entire home/apt,2,54117705,$40.00,2016-01-24T02:42:42Z,2016-01-24T02:42:42Z
10507195,https://www.airbnb.com/rooms/10507195,Art Noveau Apartm.,Entire home/apt,4,35452711,$105.00,2016-01-22T09:10:08Z,2016-01-22T09:10:08Z
10508462,https://www.airbnb.com/rooms/10508462,Двухкомнатная квартира на Штаакенер (19),Entire home/apt,30,52747435,$39.00,2018-07-01T19:43:03Z,2018-07-01T19:43:03Z
10508713,https://www.airbnb.com/rooms/10508713,"Berlin cozy, big and bright room",Private room,10,54113594,$28.00,2016-01-21T00:37:33Z,2016-01-21T00:37:33Z
10509712,https://www.airbnb.com/rooms/10509712,Super cozy room next to Boxhagener Platz,Private room,3,54185699,$35.00,2016-02-01T17:41:55Z,2016-02-01T17:41:55Z
10509987,https://www.airbnb.com/rooms/10509987,"Beautiful spacious top floor apartment, 60 sqm",Entire home/apt,3,35806623,$65.00,2016-03-29T22:56:04Z,2016-03-29T22:56:04Z
10511963,https://www.airbnb.com/rooms/10511963,Cosy room in Berlins heart!,Private room,3,50995835,$30.00,2016-03-25T03:21:42Z,2016-03-25T03:21:42Z
10516308,https://www.airbnb.com/rooms/10516308,Warm & Cosy Studio in Peaceful Neukölln!,Entire home/apt,5,7793193,$89.00,2016-01-27T18:15:35Z,2016-01-27T18:15:35Z
10516453,https://www.airbnb.com/rooms/10516453,Rose,Entire home/apt,3,53597265,$120.00,2017-03-01T22:53:14Z,2017-03-01T22:53:14Z
10517224,https://www.airbnb.com/rooms/10517224,"Altbauzimmer in Neukölln, zentral",Private room,1,54224455,$16.00,2016-01-09T12:59:04Z,2016-01-09T12:59:04Z
10517452,https://www.airbnb.com/rooms/10517452,Cozy room in central Berlin,Private room,3,48047539,$25.00,2016-03-15T03:54:54Z,2016-03-15T03:54:54Z
10519828,https://www.airbnb.com/rooms/10519828,3-Zimmer-Altbau in Prenzlauer Berg,Entire home/apt,1,54238656,$58.00,2016-02-17T16:23:50Z,2016-02-17T16:23:50Z
10520393,https://www.airbnb.com/rooms/10520393,"Sunny, cosy  & fully functional Apartment in Pberg",Entire home/apt,4,72857320,$70.00,2016-10-26T00:15:23Z,2016-10-26T00:15:23Z
10521477,https://www.airbnb.com/rooms/10521477,Gemütliche Hütte in Berlin,Entire home/apt,2,10882737,$23.00,2021-11-02T18:00:32Z,2021-11-02T18:00:32Z
10531228,https://www.airbnb.com/rooms/10531228,Schönes Zimmer in Tempelhof,Private room,1,54307874,$35.00,2021-11-08T06:24:39Z,2021-11-08T06:24:39Z
10534959,https://www.airbnb.com/rooms/10534959,"Spacious, sunny room in Neukölln",Private room,4,7982625,$21.00,2016-09-23T12:08:24Z,2016-09-23T12:08:24Z
10545874,https://www.airbnb.com/rooms/10545874,Gemütliche Familienbleibe,Entire home/apt,1,5867606,$40.00,2021-11-03T05:15:23Z,2021-11-03T05:15:23Z
10546720,https://www.airbnb.com/rooms/10546720,Villa Tempelhof - 16qm Privatzimmer mit Balkon,Private room,7,13105766,$25.00,2021-10-24T05:20:02Z,2021-10-24T05:20:02Z
10547896,https://www.airbnb.com/rooms/10547896,Cozy Privatroom next to Ku'damm,Private room,2,19697534,$42.00,2017-12-09T19:05:12Z,2017-12-09T19:05:12Z
10556839,https://www.airbnb.com/rooms/10556839,Zimmer nahe dem Tempelhofer Feld,Private room,1,54450641,$25.00,2021-11-02T02:12:05Z,2021-11-02T02:12:05Z
10558428,https://www.airbnb.com/rooms/10558428,Bright room next to Görlitzer Park,Private room,1,20448595,$25.00,2021-10-22T11:01:01Z,2021-10-22T11:01:01Z
10564112,https://www.airbnb.com/rooms/10564112,Cozy room in Prenzlauer Berg,Private room,3,19431485,$28.00,2017-02-11T18:13:04Z,2017-02-11T18:13:04Z
10585302,https://www.airbnb.com/rooms/10585302,Bright room with Balcony,Private room,0,29216174,$14.00,2021-11-10T22:13:08Z,2021-11-10T22:13:08Z
10585361,https://www.airbnb.com/rooms/10585361,schöne und ruhige 2 Raumwohnung,Entire home/apt,92,33821824,$43.00,2021-11-05T19:54:00Z,2021-11-05T19:54:00Z
10586683,https://www.airbnb.com/rooms/10586683,"Spacious, lovely Prenzlauer Berg Live/Work space",Private room,14,1095987,$41.00,2016-02-23T23:48:39Z,2016-02-23T23:48:39Z
10616980,https://www.airbnb.com/rooms/10616980,Right in the middle of things,Private room,1,14439231,$35.00,2016-07-15T15:26:12Z,2016-07-15T15:26:12Z
10627020,https://www.airbnb.com/rooms/10627020,New top Fluor in top Location,Entire home/apt,30,7114027,$50.00,2016-05-29T11:23:43Z,2016-05-29T11:23:43Z
10644579,https://www.airbnb.com/rooms/10644579,2 room apartment in City West,Entire home/apt,2,1275576,$63.00,2016-03-26T14:26:06Z,2016-03-26T14:26:06Z
10651356,https://www.airbnb.com/rooms/10651356,Beautiful room near Main Station,Private room,2,55002456,$25.00,2016-01-23T18:09:18Z,2016-01-23T18:09:18Z
10659774,https://www.airbnb.com/rooms/10659774,"Near to Alexanderplatz, Easy Access from Airports",Private room,4,30724108,$58.00,2016-04-29T00:11:48Z,2016-04-29T00:11:48Z
10673562,https://www.airbnb.com/rooms/10673562,Room in central Kreuzberg,Private room,1,55133496,$30.00,2016-02-07T14:57:33Z,2016-02-07T14:57:33Z
10674280,https://www.airbnb.com/rooms/10674280,calm space for family and friends,Entire home/apt,1,36606075,$35.00,2021-11-12T16:17:26Z,2021-11-12T16:17:26Z
10679486,https://www.airbnb.com/rooms/10679486,Apartment on the beautiful Forsters,Entire home/apt,1,9697147,$50.00,2021-11-05T17:26:09Z,2021-11-05T17:26:09Z
10683962,https://www.airbnb.com/rooms/10683962,Beautiful room in Neukölln,Private room,3,27655277,$32.00,2016-02-06T23:13:28Z,2016-02-06T23:13:28Z
10691423,https://www.airbnb.com/rooms/10691423,Nice 2 room Apt. at Weinbergspark,Entire home/apt,4,55235883,$90.00,2016-03-09T19:34:23Z,2016-03-09T19:34:23Z
10695373,https://www.airbnb.com/rooms/10695373,Private room in Prenzlauerg,Private room,7,50198806,$28.00,2016-02-22T12:31:22Z,2016-02-22T12:31:22Z
10698054,https://www.airbnb.com/rooms/10698054,Cosy and stylish flat in Keuzberg,Entire home/apt,10,32374841,$55.00,2016-01-24T22:08:44Z,2016-01-24T22:08:44Z
10699229,https://www.airbnb.com/rooms/10699229,Nice Apartment in Kreuzberg,Entire home/apt,2,16594174,$98.00,2021-11-11T21:47:54Z,2021-11-11T21:47:54Z
10699922,https://www.airbnb.com/rooms/10699922,Ruhig und Kuschelig mit 2 Katern.,Private room,1,55282143,$39.00,2021-11-04T16:46:41Z,2021-11-04T16:46:41Z
10704874,https://www.airbnb.com/rooms/10704874,Central stylish apartment in Fhain,Entire home/apt,180,55312310,$41.00,2016-02-24T02:10:23Z,2016-02-24T02:10:23Z
10713732,https://www.airbnb.com/rooms/10713732,20qm super nice apartment Neukölln- good conection,Private room,1,55367578,$30.00,2021-11-14T09:55:06Z,2021-11-14T09:55:06Z
10719503,https://www.airbnb.com/rooms/10719503,YourSweetHome14,Entire home/apt,2,55398739,$99.00,2016-02-24T16:58:13Z,2016-02-24T16:58:13Z
10725018,https://www.airbnb.com/rooms/10725018,Room in the best area of Kreuzberg,Private room,4,55428645,$28.00,2016-12-15T13:34:19Z,2016-12-15T13:34:19Z
